,neg,neu,pos,compound
"after talking about my solo jogja trip, I found a photo of a stylish girl from Tawangmangu, the forerunner of Citayam Fashion Week, SCBD Citayamfashionweek httpstcoydsxfnts",0.0,1.0,0.0,0.0
"Jokowi supports SCBD youth to hold Citayam Fashion Week, hit, rule, prohibit httpstcowrlnphyrk",0.0,0.828,0.172,0.3612
"Legaklenggok is like a catwalk Scbd Fashion Week is busy focusing on the phenomenon. Scbd Fashion Week is busy visiting Citayam Bojong, Depok, you know, Indosiartv",0.0,0.906,0.094,0.3612
rt bogordaily net the dark side of the citayem fashion week echo social media portraits of teenagers lying on the side of the road floundering,0.124,0.876,0.0,-0.5267
citayam fashion week scbd on progress httpstcoygqnftbdj,0.0,0.682,0.318,0.4215
"President Joko Widodo is active on Citayam Fashion Week, holding children of Sudirman Citayam Bojonggede, Depok, SCBD, read in full httpstcokvvygmmqx citayamfashionweek",0.0,0.886,0.114,0.4019
"Jokowi's comments on the Citayam Fashion Week trend are positive, President Joko Widodo's comments on the Citayam Fashion Week trend are in an uproar httpstcoqcelrbnh news Jokowi aniesbaswedan scbd citayamfashionweek",0.0,0.89,0.11,0.5574
"sbyfess, this is the trend of loki citayam fashion week for scbd",0.0,1.0,0.0,0.0
jisoolimi scbd yes sis the location of citayem fashion week,0.0,0.769,0.231,0.4019
rt hasrizal haris afternoon interview inews topic fashion show week scbd httpstcocqcdchak,0.0,1.0,0.0,0.0
cmon citayam brothers amp sisters be brave and take over the real scbd i wanna see fashion week in front of pacific place httpstcocklzqxjkz,0.0,0.866,0.134,0.5267
kocom nuicemedia weechankawai oh no wonder yesterday kang emil tried street walk citayam fashion week cake survey the happiness level of scbd residents if you join jakarta hmmm,0.067,0.758,0.176,0.5574
Central Jakarta Police Citayam Fashion Week violates traffic law Citayemfashionweek Citayam Citayamfashionweek Sudirman scbd Jakarta Police Station httpstconstedll,0.163,0.837,0.0,-0.5106
rt videotribun scbd fashion week aga simple fashion scbd fashionweek fashionshow citayemfashionweek baca selen,0.0,1.0,0.0,0.0
RT Wahyu Uniform Aabelkarimi AcehSelatanOne Two Positive Reading Al Quran Positive Da'wahsyiar Enhancing Imtaq,0.0,0.625,0.375,0.802
"aniesbaswedan feryfarhati dkpkpjakarta kotajakut scbd citayem fashion week lgbt gathering event please follow up stop not gathering, free boyfriend style gathering, men use women, sick people are treated, thank you back, thank you for listening to residents' complaints",0.222,0.63,0.148,-0.5577
"Gov. Aniesbaswedan Arizapatria, dkijakarta, satpolpp, dki, orderly fashion week, citayam scbd, which has been completed, httpstcoxnusdyg",0.0,1.0,0.0,0.0
scbd fashion week aga simple fashion scbd fashion week fashion show citayemfashionweek read more gt httpstcogzeaijxr httpstcojbrlgjcal,0.0,0.87,0.13,0.3384
"need examples of behavior, don't ask, just look at social media celebrities, follow the prayer beads star of the show scbdcitayam fashion week the real definition of party poopers not knowing theyve overstayed their welcome",0.0,0.853,0.147,0.6908
"People become models of the fashionable Citayam Fashion Week like scbd children, not the ones who are really good models, it's also disturbing what you see from the outside, people don't see you at the Citayamfashionweek fashion show",0.075,0.796,0.129,0.3384
"the problem of scbd & citayem fashion week & watching the nation's character is cynical & cynical, throwing garbage anywhere now, the real model is down",0.283,0.717,0.0,-0.7845
Monitor flower Citayam fashion week Polda Metro Jaya urges scbd youth to disband at ten o'clock at night httpstcohlupaibbj httpstcoycyykrv,0.0,1.0,0.0,0.0
tan marm male group soft bones lenggak lenggok scbd permission to participate in Citayam fashion week discbd actively recite the Koran together in dimalioboro forbids the sane to be silent and know it's real,0.063,0.874,0.063,0.0
excited Citayam fashion week police urge DKI Jakarta Pempov to order scbd httpstcojileekrmo,0.0,0.833,0.167,0.34
"While it's the weekend, Tomy Winata doesn't participate in scbd fashion week",0.0,1.0,0.0,0.0
rt Langitponpel if you're looking for aldebaran just come to scbd fashion week httpstcovibvgy,0.0,1.0,0.0,0.0
"Come on, check out the new news on Indiekraf Kayutangan Street Style Gera Fashion Arek Malang, Inspiration Citayam Fashion Week httpstcoyarmegwmm scbd",0.0,0.861,0.139,0.5267
Citayam fashion week moved bkt scbd entered artist artist fomo artist just looking for stage doesn't sell huh,0.0,1.0,0.0,0.0
"the phenomenon of Citayam fashion week, Hamlet Jakarta, highlights the community in the hamlet area, crowded with young people around the newsrcti around inewssiang Citayamfashionweek Citayam SCBD Sudirman Dukuhatas Jakarta httpstcoyzsystwv",0.0,1.0,0.0,0.0
"Barubaru, stroking the chest, witnessing the phenomenon of children, teenagers, Sudirman Citayam, Bojonggede, Depok, SCBD, Citayam Fashion Week, Islam, Save the Generation of Generation Capitalization, httpstcogodndlgcv",0.0,0.887,0.113,0.4939
citayam fashion week news moving pink abg scbd hanging out celebrities id infocelebterkini citayamfashionweek pik scbd tongkrongankami httpstcodemgrpsz,0.0,1.0,0.0,0.0
"the phenomenon of citayam fashion week scbd a thread, fashion expression, young people like to hang out in the hamlet area of ​​central Jakarta",0.0,0.898,0.102,0.3612
aabelkarimi acehselatan one two positive reading the quran positive da'wahsyiar improving imtaq scbd fashion week positive human creativity when the mission burden is difficult objective attitude,0.133,0.468,0.399,0.8957
rt kuretaid kinoy idol citayam fashion week scbd httpstcothvojijww,0.0,1.0,0.0,0.0
"Citayam fashion week aka scbd is like an entity that moves it, organically, the business organizations involved",0.0,0.865,0.135,0.3612
rt syahril tng ragil semar anies baswedan fashion week tai dogs if indeed scbd is a place where the seeds of men appear who,0.0,1.0,0.0,0.0
I'm curious about scbd fashion week,0.0,0.685,0.315,0.3182
laliceupdates model board indonesia rich people jakarta invasion of scbd area turn lisa blackpink httpstconndhf,0.0,0.795,0.205,0.5574
model board indonesia rich people jakarta invasion of scbd area turn lisa blackpink httpstconndhf ready for blackpink lisa blackpinkxpubgm,0.0,0.736,0.264,0.7269
"return to the scbd fashion week room for children from Citayam, Bogor, Depok",0.0,1.0,0.0,0.0
httpstcoulpqvfopn,0.0,1.0,0.0,0.0
rt tiiqa ikei scbd kids familiar pose pole behavior hahaha,0.0,0.714,0.286,0.5574
"Polda Metro monitors the development of Citayam Fashion Week, youth scbd, hamlet area, central Jakarta, Citayamfashionweek httpstcodkepbnqrq",0.0,1.0,0.0,0.0
The crowd of young Citayam fashion week disbands Satpol PP jakpus httpstcouokwpolxg wartakotalive citayamfashionweek satolppjakpus scbd scbdfasionweek,0.0,1.0,0.0,0.0
the hype is scbd fashion week the hype is pershufflean circa the age of the player,0.0,1.0,0.0,0.0
mingyu scbd fashion week httpstcoqvjlv,0.0,1.0,0.0,0.0
children of jaksel invade citayem fashion week bonge and the scbd crew have build the culture there frfr httpstcohdyvyeqs,0.0,1.0,0.0,0.0
true infectious action professional models take to the streets sanding the style of the artist Citayam fashion week httpstcoqdndeffp scbd scbdfasionweek haradukuh,0.0,0.882,0.118,0.4215
mbroo anis is busy joining scbdmo fashion week,0.0,1.0,0.0,0.0
Are you interested or not scbd fashion week,0.0,0.722,0.278,0.4019
rt jasraputra fashion week scbd afternoon httpstcouhmyjagwlg,0.0,1.0,0.0,0.0
"son of scbd sudirman citayem bojong depok is active in Citayam fashion week, the control of the organization is active",0.0,0.769,0.231,0.6597
hao joined fashion week scbd bobge sq httpstcowblertkf,0.0,1.0,0.0,0.0
pm let's go kak scbd citayam fashion week meet bonge n ginger,0.0,1.0,0.0,0.0
mmf ya jj lo scbd citayam fashion week wkwkwkwk httpst omghmts,0.0,0.833,0.167,0.25
should i mute scbd fashion week it's so tiring i don't care yo,0.224,0.776,0.0,-0.4389
"rt gemaposid, governor of dki jakarta, aniesbaswedan, bans teenagers from holding Citayam fashion week",0.0,1.0,0.0,0.0
scbd fashion week plans to move pik confused pik transportation check out the content of dtkj pt transjakarta httpstcoftbxdgdi,0.113,0.887,0.0,-0.3182
after citayam fashion week scbd appeared fashion week saw Medan hahahha gas coiralasm httpstcoanvkryziml,0.0,1.0,0.0,0.0
scbd fashion week live now join us httpstcoircinjnb,0.0,0.761,0.239,0.296
"talk about scbd citayam fashion week which is now changing to harajuku, the good one is Fyi who gave the name haradukuh Sandaga Uno, appreciation for teenagers, haradukuh scbd citayemfashionweek",0.0,0.771,0.229,0.7906
"rt ari dabs pdemokratjkt supports scbd fashion week a positive youth fashion creation event, bro, don't n",0.0,0.594,0.406,0.802
"Governor of DKI Jakarta, Anies Baswedan, prohibits teenage children from holding Citayam Fashion Week, Central Jakarta Hamlet, known as teenager Sudirman Citayam Bojong Gede, Depok SCBD Citayemfashionweek Beritagemapos httpstcooczanuamvp",0.0,1.0,0.0,0.0
"Hey, my suggestion is scbd fashion week, which goes straight back httpstcohuayghtako",0.0,0.853,0.147,0.2263
I don't know the minute I'm laughing please the one who ordered sunu scbd fashion week httpstcozlzcopzhw,0.0,0.718,0.282,0.6705
rt ldyor mas tum agusyudhoyono mba annisapohan fashion week with scbd is fun like scbdfasionweek https,0.0,0.707,0.293,0.7003
"rt alangumelarjay pdemokratjkt is cool, you support an event that has a positive character, fashion week, come on, millennials are busy",0.0,0.664,0.336,0.8225
"new rt pac, a millennial generation creation event, supports pdemokratjkt scbd fashion week as a public space that keeps security",0.0,0.682,0.318,0.7184
imoriska anna jobling melt queen hahahaha scbd don't want to lose meerna join Citayam fashion week,0.065,0.696,0.239,0.5
"rt saifuljagakarsa, a millennial generation creation event, supports pdemokratjkt scbd fashion week as a public space that serves",0.0,0.753,0.247,0.5574
"fahira idris, the coffee is mono, uni, please leave the shoes, ma'am, do you know the one with the scbd citayem fashion week nike dunk retro anthracite size retail price httpstcomngeqsunwt httpstconwlnaacum",0.036,0.896,0.069,0.2732
"cfw aka Citayem Fashion Week instantly went viral, right, Citayemfashionweek scbd was the most popular viral",0.0,0.829,0.171,0.4754
young mud scbd limit citayam fashion week httpstcoivmofoby via youtube,0.0,1.0,0.0,0.0
"rt blignaughty scbdfw how is it, min, is it suitable to join scbd fashion week httpstcolapqcmhqc",0.0,0.872,0.128,0.296
"How about scbdfw, min is it suitable to join scbd fashion week httpstcolapqcmhqc",0.0,0.845,0.155,0.296
model board indonesia rich people jakarta invasion of scbd area turn lisa blackpink httpstcolkbuzmmsb,0.0,0.783,0.217,0.5574
model board indonesia rich people jakarta invasion of scbd area turn lisa blackpink httpstcoiuoulrk,0.0,0.783,0.217,0.5574
rt yezrim scbdfw pdkt yuk outfitku scbd fashion week httpstcokogknjzc,0.0,1.0,0.0,0.0
"scbd is quiet, eh, I mean it's not as busy as it is now, the Citayem fashion week prawedd is there, I don't know how to stop it wkwkwk",0.078,0.922,0.0,-0.296
scbdfw pdkt yuk outfitku scbd fashion week httpstcokogknjzc,0.0,1.0,0.0,0.0
alterian homie citayam fashion week hanging out scbd,0.0,1.0,0.0,0.0
scbd surabaya residents infected with citayam fashion week httpstcolgvriemjf httpstconylusnug,0.262,0.738,0.0,-0.4939
"Teenagers and activities in the SCBD area use the attention of the Governor of DKI Jakarta, Anies Baswedan, mentions the term Citayam Fashion Week, Anies Baswedan",0.0,1.0,0.0,0.0
shifters are familiar with the busy phenomenon lately scbd citayam fashion week scbd citayamfashionweek,0.0,1.0,0.0,0.0
"Pdemokratjkt is cool, fully supports events that are positive in nature, for example, fashion week, let millennials be busy with scbd but don't forget to support pdemokrat Agusyudhoyono aniesbaswedan ramujiyono alimuhsuharli scbdfasionweek httpstcohwbqvueyu",0.075,0.723,0.203,0.4513
"Dear aniesbaswedan, the pack who still appreciates scbd fashion week because it doesn't prevent young people from accommodating young people for express Jakarta residents here, the condition is out of control, please be orderly",0.027,0.764,0.209,0.7979
"far, far away, scbd depok, alaala citayam fashion week is not cool, the name is Rawakalong, finished revitalizing the green open space for a while, officially curious, official httpstcoginnxzp",0.065,0.859,0.076,0.0869
"oohh, so scbd fashion week is really the runway, I guess you know, I think it's just the style of clothes httpstcobrjsoi",0.0,1.0,0.0,0.0
"I'm curious about Citayam Fashion Week, let's watch ig tv cameo link bio cameoproject scbd citayam dukuhatas httpstcosmqhuszau",0.0,0.881,0.119,0.3182
"rt vdvc talk orders the city of central jakarta to ban fashion week activities, crowded with teenagers, zebra crossing, hamlet area",0.153,0.847,0.0,-0.5574
"Central Jakarta city orders prohibits fashion week from being busy with teenage zebra crossing the Tanah Abang hamlet area, Central Jakarta, how is the response to the Citayam Fashion Week model vdvctalk citayamfashionweek catwalk viral scbd sudirman httpstcotxwuxdns",0.0,1.0,0.0,0.0
child fashion week citayam looking for a mate ughlala cucom meow yes sudirman citayam bojonggede depok scbd httpstcoctnslnzsj,0.0,0.856,0.144,0.4019
model board indonesia rich people jakarta invasion of scbd area turn lisa blackpink httpstcoyqzwxy,0.0,0.783,0.217,0.5574
rt princess yeoleo monday friday scbd employees saturday sunday join citayam fashion week,0.0,0.845,0.155,0.296
fashion week scbd afternoon httpstcouhmyjagwlg,0.0,1.0,0.0,0.0
adek citayem fashion week scbd vansyylo httpstcoivxuolpxdv,0.0,1.0,0.0,0.0
"Not compact, Central Jakarta government bans scbd youth from holding fashion week, Anies hamlet bans httpstcoyymbtibj",0.0,1.0,0.0,0.0
"rt chacheer news doesn't sell well, country, appreciation stage for abg scbd fashion week becomes material",0.095,0.732,0.173,0.3582
The Central Jakarta City Government said that a crowd of scbd children broke out in the hamlet of the corona covid pandemic httpstcodxrhxvpr,0.118,0.882,0.0,-0.4215
join scbd fashion week httpstcouicuchqsc,0.0,0.645,0.355,0.296
excuse me rombong scbd fashion week httpstcohjzyuay,0.0,0.822,0.178,0.0772
dijakarta scbd fashion week has gone viral wkwkwk meanwhile the tulungagung area is the year fashion week aka the Bhinneka macak carnival it's hot with traditional clothes from traditional professions until the items are delicious lol,0.0,0.84,0.16,0.7579
What are the people who are scbd fashion week men or the missing phase like?,0.124,0.734,0.141,0.0772
"Governor of DKI Jakarta, Anies Baswedan, prohibits youth action from wearing Citayam Fashion Week, Hamlet knows the youth gathering area from Sudirman, Citayam Bojonggede, Depok, SCBD httpstcoumulzdpo httpstcoadsmyjtxp",0.0,1.0,0.0,0.0
scbd fashion week a plot by saer om httpstcogiesanm,0.0,1.0,0.0,0.0
scbd citayem fashion week httpstconewxciipm,0.0,1.0,0.0,0.0
